AIM-Spice Version 2019.100  (Built on Aug 27 2019)
Simulation started on Tue Nov 12 13:41:12 2019
Circuit: * A simulation of all four pixels
Analysis: Transient Analysis
Time,v(erase),v(expose),v(n211),v(nre_r1),v(nre_r2),v(out_c1),v(out_c2)
9.00923613905858e-03,5.54168343514794e-01,0.00000000000000e+00,1.20379920505515e-01,1.80000000000000e+00,1.80000000000000e+00,1.76684094600815e+00,1.74579577649387e+00
9.00970841717574e-03,5.82505030544446e-01,0.00000000000000e+00,4.35428685005243e-02,1.80000000000000e+00,1.80000000000000e+00,1.76685653598400e+00,1.74583976140887e+00
9.01013550023983e-03,6.08130014389807e-01,0.00000000000000e+00,2.05602831808024e-03,1.80000000000000e+00,1.80000000000000e+00,1.76687030740278e+00,1.74587942126980e+00
9.01029844537113e-03,6.17906722267664e-01,0.00000000000000e+00,4.62482061595790e-04,1.80000000000000e+00,1.80000000000000e+00,1.76687554259990e+00,1.74589451800600e+00
9.01040769935807e-03,6.24461961484316e-01,0.00000000000000e+00,1.71748688663569e-04,1.80000000000000e+00,1.80000000000000e+00,1.76687904194178e+00,1.74590464082218e+00
9.01054051771890e-03,6.32431063134140e-01,0.00000000000000e+00,4.96017183638752e-05,1.80000000000000e+00,1.80000000000000e+00,1.76688330520211e+00,1.74591694775342e+00
9.01077253026326e-03,6.46351815795677e-01,0.00000000000000e+00,8.87347904469450e-06,1.80000000000000e+00,1.80000000000000e+00,1.76689072284537e+00,1.74593841382948e+00
9.01113661314587e-03,6.68196788752469e-01,0.00000000000000e+00,1.02860388290751e-05,1.80000000000000e+00,1.80000000000000e+00,1.76690238667389e+00,1.74597212840071e+00
9.01175730710953e-03,7.05438426571690e-01,0.00000000000000e+00,7.11154441581874e-06,1.80000000000000e+00,1.80000000000000e+00,1.76692219323784e+00,1.74602949436390e+00
9.01299869503683e-03,7.79921702210133e-01,0.00000000000000e+00,5.22717321893915e-06,1.80000000000000e+00,1.80000000000000e+00,1.76696157912378e+00,1.74614374051922e+00
9.01548147089145e-03,9.28888253486915e-01,0.00000000000000e+00,3.06801107070452e-06,1.80000000000000e+00,1.80000000000000e+00,1.76704008688639e+00,1.74637131023245e+00
9.02044702260067e-03,1.22682135604048e+00,0.00000000000000e+00,1.95752752129161e-06,1.80000000000000e+00,1.80000000000000e+00,1.76719255258882e+00,1.74682012649457e+00
9.03000000000000e-03,1.80000000000000e+00,0.00000000000000e+00,1.15742531633567e-06,1.80000000000000e+00,1.80000000000000e+00,1.76748639684882e+00,1.74767083021263e+00
9.03099311034184e-03,1.80000000000000e+00,0.00000000000000e+00,3.13561453953336e-08,1.80000000000000e+00,1.80000000000000e+00,1.76751480667209e+00,1.74775710968495e+00
9.03297933102554e-03,1.80000000000000e+00,0.00000000000000e+00,-1.82297323534445e-08,1.80000000000000e+00,1.80000000000000e+00,1.76757477284655e+00,1.74793295620874e+00
9.03695177239292e-03,1.80000000000000e+00,0.00000000000000e+00,2.80966621579064e-09,1.80000000000000e+00,1.80000000000000e+00,1.76769187702164e+00,1.74828120535107e+00
